Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
desenvolvido	VERB	0	26	28	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
em	ADP	0	26	29	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
parceria	NOUN	0	26	30	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
com	ADP	0	26	31	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
a	DET	0	26	32	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
Agência	PROPN	0	26	33	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
Espacial	PROPN	0	26	34	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
Europeia	PROPN	0	26	35	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
(	PUNCT	0	26	36	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
ESA	PROPN	1	26	37	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
)	PUNCT	0	26	38	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
.	PUNCT	0	26	39	0	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
25	['DET', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	26	25	1	O programa espacial brasileiro lançou com sucesso o satélite de observação ambiental SGDC-2 , que monitorará o bioma amazônico com resolução de 50 centímetros . O satélite foi desenvolvido em parceria com a Agência Espacial Europeia ( ESA ) .
Químicos	ADJ	1	27	0	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
da	ADP	0	27	1	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
Universidade	PROPN	0	27	2	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
Estadual	PROPN	0	27	3	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
Paulista	PROPN	0	27	4	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
sintetizaram	VERB	1	27	5	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
um	DET	0	27	6	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
novo	ADJ	0	27	7	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
composto	NOUN	0	27	8	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
com	ADP	0	27	9	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
atividade	NOUN	0	27	10	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
contra	ADP	0	27	11	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
o	DET	0	27	12	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
Plasmodium	PROPN	1	27	13	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
falciparum	PROPN	1	27	14	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
,	PUNCT	0	27	15	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
parasita	NOUN	1	27	16	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
causador	ADJ	1	27	17	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
da	ADP	0	27	18	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
malária	NOUN	1	27	19	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
.	PUNCT	0	27	20	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
Os	DET	0	27	21	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
testes	NOUN	0	27	22	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
in	X	0	27	23	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
vitro	ADV	1	27	24	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
mostraram	VERB	0	27	25	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
que	SCONJ	0	27	26	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
o	DET	0	27	27	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
composto	NOUN	0	27	28	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
elimina	VERB	1	27	29	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
o	DET	0	27	30	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
parasita	NOUN	1	27	31	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
sem	SCONJ	0	27	32	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
danificar	VERB	1	27	33	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
células	NOUN	0	27	34	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
humanas	ADJ	0	27	35	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
saudáveis	ADJ	1	27	36	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
.	PUNCT	0	27	37	0	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
26	['ADJ', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'X', 'ADV', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']	[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]	27	26	1	Químicos da Universidade Estadual Paulista sintetizaram um novo composto com atividade contra o Plasmodium falciparum , parasita causador da malária . Os testes in vitro mostraram que o composto elimina o parasita sem danificar células humanas saudáveis .
A	DET	0	28	0	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
startup	NOUN	1	28	1	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
brasileira	ADJ	0	28	2	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
de	ADP	0	28	3	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
biotecnologia	NOUN	1	28	4	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
BioTech	PROPN	1	28	5	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
Amazônia	PROPN	0	28	6	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
isolou	VERB	1	28	7	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
proteínas	NOUN	0	28	8	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
do	ADP	0	28	9	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
veneno	NOUN	1	28	10	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
de	ADP	0	28	11	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
abelhas	NOUN	0	28	12	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
da	ADP	0	28	13	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
Amazônia	PROPN	0	28	14	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
com	ADP	0	28	15	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
potencial	NOUN	0	28	16	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
anticancerígeno	ADJ	1	28	17	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
.	PUNCT	0	28	18	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
Os	DET	0	28	19	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
compostos	NOUN	0	28	20	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
mostraram	VERB	0	28	21	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
eficácia	NOUN	0	28	22	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
contra	ADP	0	28	23	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
células	NOUN	0	28	24	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
de	ADP	0	28	25	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
câncer	NOUN	0	28	26	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
de	ADP	0	28	27	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
mama	NOUN	1	28	28	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
e	CCONJ	0	28	29	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
próstata	NOUN	1	28	30	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
em	ADP	0	28	31	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
experimentos	NOUN	0	28	32	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
laboratoriais	ADJ	1	28	33	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
.	PUNCT	0	28	34	0	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
27	['DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]	28	27	1	A startup brasileira de biotecnologia BioTech Amazônia isolou proteínas do veneno de abelhas da Amazônia com potencial anticancerígeno . Os compostos mostraram eficácia contra células de câncer de mama e próstata em experimentos laboratoriais .
Pesquisadores	NOUN	1	29	0	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
do	ADP	0	29	1	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
Instituto	PROPN	0	29	2	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
Tecnológico	PROPN	1	29	3	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
de	ADP	0	29	4	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
Aeronáutica	PROPN	0	29	5	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
desenvolveram	VERB	0	29	6	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
um	DET	0	29	7	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
novo	ADJ	0	29	8	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
tipo	NOUN	0	29	9	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
de	ADP	0	29	10	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
revestimento	NOUN	0	29	11	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
para	ADP	0	29	12	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
aeronaves	NOUN	0	29	13	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
capaz	ADJ	0	29	14	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
de	SCONJ	0	29	15	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
reduzir	VERB	0	29	16	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
o	DET	0	29	17	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
arrasto	NOUN	1	29	18	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
aerodinâmico	ADJ	1	29	19	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
em	ADP	0	29	20	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
15	NUM	0	29	21	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
